obs,ebfi_l_aerr,ecd_l_aerr,ech_l_aerr,eco_l_aerr,egfe_l_aerr,egfl_l_aerr,egse_l_aerr,egsl_l_aerr,eh_l_aerr,emo_l_aerr,emp_l_aerr,ex_l_aerr,fpxrr_l_aerr,fxgap_aerr,gtrd_aerr,hmfpt_aerr,hqlfpr_aerr,hqlww_aerr,ki_l_aerr,leo_l_aerr,lfpr_aerr,lhp_l_aerr,lurnat_aerr,lww_l_aerr,mfpt_l_aerr,pbfir_l_aerr,pcer_l_aerr,pcfr_l_aerr,pegfr_l_aerr,pegsr_l_aerr,phouse_l_aerr,phr_l_aerr,picxfe_aerr,pieci_aerr,pmo_l_aerr,poilr_l_aerr,pxr_l_aerr,rbbbp_aerr,rcar_aerr,rcgain_aerr,reqp_aerr,rfynic_aerr,rfynil_aerr,rg10p_aerr,rg30p_aerr,rg5p_aerr,rgfint_aerr,rme_aerr,trci_aerr,trp_aerr,ynidn_l_aerr,ynirn_l_aerr,recind
1970Q1,2.342728420011973e-05,-0.03288042254982909,-0.0004522431726780302,0.00214138737262531,0.001858258555172662,-0.02232946124058631,0.00344750566063321,-0.002120708399729678,0.03210379547153134,-0.03406606457965758,0.6266232732278231,-0.0292682772207021,-0.01624775174942375,-0.08203335895395891,-0.001083315675823935,-0.09159879272005768,-3.906526286088893e-06,-0.05540048742218429,-0.002470357000379694,0.007996988487503568,0.001399518373708447,0.003601633897626959,0.2079835552233933,-0.0009157484274058884,-0.002953798897249706,0.00640221039871623,0.132603084038939,0.0041228857297627,-0.003285530019621691,0.009141753518208886,0.002895724792849977,-0.01106504577665636,0.2679637466244787,0.6417271102031876,0.00670365016099878,-0.02638715944738987,-0.00550977196227491,0.1230063230333909,-0.377312999692561,-7.08342807042197,-0.7347646217701002,-0.2120740144063165,-0.1151636874357337,0.216227431441514,0.1142084634570106,0.3323948993023089,0.002467215284477844,-0.05648395921056231,-0.01136748977520143,-0.005183679471826873,0.002154229849242648,-0.000609086661540817,1
1970Q2,0.002150996341139182,-0.00910136405187106,1.080378656170235e-05,-0.006859924528881475,-0.02507661034509024,-0.001811544079624324,-0.01085793333969524,-0.0009507511325493626,-0.04297130097284879,0.02611650993127222,0.5401176816551494,0.008274433709090319,-0.02882416383346537,-0.6248048970354858,0.007356070263140705,-0.008471484869607451,-1.075233475113869e-05,-0.02961873740658421,0.005299124079642276,-0.0487536983484442,3.286253937754694e-05,-0.001907527788467588,0.1925876276581173,-0.000621360184920893,-0.0009856990786737006,-0.0008243021607230764,0.004720970934930074,-0.01000615452911251,-0.01030254112542572,0.001520136460145409,-0.01062228633034071,0.01393283392224231,0.6178398609613785,-0.3824569112655545,-0.004303373084152209,-0.02926225451497065,0.001643447219711605,-0.2614310765014464,-0.4428740128699746,4.940935525464963,1.395658754533104,-0.1614084623192404,-0.2721921951328174,0.6169849456609275,0.4962682054092071,0.5444747647121552,0.002329584107132137,-0.3750371741119138,-0.01036244867440979,-0.002411110464241391,-0.005584077465595512,-0.0008703790283591269,1
1970Q3,0.01415046977901849,-0.01381986085354661,0.0002903235827327856,0.002912872563837563,-0.006109116864428652,-0.005124399023164061,0.03186023760706598,0.0002124610026823385,0.07475366162057691,3.419565821649205e-05,0.4694578505453936,-0.02471366293848876,0.0009185574478771296,0.416786109339208,-0.001086781373876222,0.02104144075809238,2.166273428091122e-05,-0.01457224436383429,0.003721851845864624,-0.01429365110569684,-0.0002358871047997837,-0.002536085308665013,0.1098630234283268,-0.0005302119306777681,0.000387202544739753,0.003574953161761012,-0.01287834651696031,-0.006563823570165226,0.01222865762958331,0.01223048912038294,-0.005162475729274146,-0.0354081272227837,0.5160970924183256,-0.3410587503710576,0.0034087939048938,-0.0287297517359322,-0.005864839858216979,0.591605021141617,-0.4709742097606796,-6.905867015237186,-1.139219578200118,-0.2759539173232237,-0.2947761990468626,0.000391642544082969,-0.1094859304559393,0.1865135535554208,0.005163550923782196,-0.08862365605914315,0.01169792466219398,-0.009699032910651406,-0.00261249051227458,0.00143521718451988,1
1970Q4,-0.03489633032761174,-0.0921663457751063,0.0001401762592206554,0.001263308786737075,0.007493794720727641,-0.00638221428599476,-0.009511769412170946,-0.001652320467782392,0.08385299460221936,0.01789916165050862,0.5541889069044811,-0.02050168591548707,0.01608560019677899,-0.9652769653117849,0.0008959866964693819,0.0116552427502925,3.129179528301133e-05,-0.01056574377268421,-0.007487095869613669,0.09158630996766746,0.001145099865403241,0.001457670608264598,0.1398999089381602,0.002592735756792418,-3.702949741820985e-05,0.003028258624120016,0.001520199010319232,-0.01376180634500325,-0.002755960264090697,0.01161939856473559,-0.005172991474299843,-0.007112258159743214,1.690646755871564,-0.2046822413892995,-0.002710570086803078,-0.05328787328364201,-0.006929857532169382,0.3464269709970336,-0.3560798017187756,-3.568643099773601,-0.3947586809586286,-0.3974564543694348,-0.1857106616296311,-0.1580019976115323,-0.3163316070544773,-0.01291229781514114,2.969666925190093e-05,0.03229300217612301,0.01327831502960524,-0.003472374562044751,-0.01095578157663639,0.001474986099974564,1
1971Q1,0.02664977125471045,0.0655313690609504,-0.0001676945557913082,-0.009008513343208556,-0.03711668818147962,0.002099007562004242,-0.008053936772547698,0.001291102981015012,-0.009074888287441126,-0.01100687456242672,0.4101901820717596,-0.003045426593604366,0.0001681079440764524,-0.6544760565768368,-0.0002981558506321932,0.01427495311474244,4.406145351281123e-05,-0.01849288430943431,0.01356287132819644,-0.1294693856690089,-0.001039007854353972,-0.003454914650364124,0.002899052205054855,-0.000379894654602216,0.001326983521128745,-0.002903207194820362,-0.009491392693825138,-0.01881123122955038,-0.006075105115660799,-0.004553999138799749,-0.006348881762413386,0.004192538639167831,0.4216673801213808,0.3452548418805717,0.002806710081412338,-0.04897122518589272,0.01130367968985283,0.3194122997800223,-0.09781264027073496,5.318815153503294,1.045149575529108,0.3277517017780604,0.01704214396596895,-0.7330075775875758,-0.3692940294019831,-0.9546955333925962,5.125391159381703e-05,-0.1575453766889701,-0.01397114948905289,-0.008772743026180275,0.01750094978980905,-0.002985149715540239,0
1971Q2,0.0007720673007583138,-0.004200525999996832,6.493342252009105e-05,-0.006859538321965425,-0.007735152570126972,-0.007168525691617984,0.001906704102038728,-0.001409795528934476,0.01464001297590254,0.03034247427734103,0.5362945695254017,-0.04189206027270572,0.1133486749454303,0.6969594242300769,0.004757097123991811,-0.02315781581885758,2.131045836866123e-05,-0.02223737749778415,0.003655981387204501,-0.1155752761556579,-0.001757075602182783,0.002190190195782954,0.02556144452482634,7.070816264302308e-05,-0.000875894930192165,0.000765946132773377,-0.02199805650312744,0.00596617119580929,0.0009507504717671118,0.001097027161405075,-0.003837817635379348,0.0042692088349602,0.1862665138855102,0.1304153524041809,0.002016382043043443,-0.06241737285974892,-0.009140279919484526,-0.161628816435017,0.01119026790343743,1.142288224009348,-0.6016377833086355,-0.03634954688581673,-0.08723979648651545,0.1874617202296993,0.07624625908882596,0.536330697439455,0.001945785482078277,-0.2679585291358155,0.001293337171392449,-0.004285090371159208,-0.01722627617973904,0.0006313807608094028,0
1971Q3,-0.00719123424593802,0.003048256533034066,0.0001037206155992026,-0.006196324598072749,0.003609464419984643,-0.003091654997923925,-0.01379832105612764,0.001567864081929533,-0.007674596056276764,0.03271103147326276,0.5939981366496709,0.003148589767880886,-0.04554530395025605,-0.1630515063704343,-0.001394261658977065,0.002346480109892428,5.765183909596134e-05,-0.01925812481568436,0.0008940264215230635,0.08616814859606746,-3.501708596997951e-05,-0.006020242929118619,0.1002246958824263,0.0002037554355483881,0.0003884008798251373,0.001272849152683343,0.003256605624654768,-0.009036719373382356,0.003749424639934641,-0.0007441856313645059,-0.004914265552361433,0.005497976398639934,-0.229645184093675,0.3867516301576993,0.002433901063325251,-0.0458984447065361,-0.01294614752130248,0.05877274666272294,-0.1855317102521906,-0.01608222886071498,0.3877941020166414,-0.4476605609255668,-0.1046250496737319,0.04455055331533829,-0.02780987513893193,0.3738648263450639,0.003759937494395755,0.06365988222303608,-0.0161763689866142,-0.003225760491171336,-0.008662884919547325,-0.0009143794543045052,0
1971Q4,0.008967653958220988,0.02136939461236965,0.0001685411712842529,0.0002775256232445615,-0.02931867981164043,-0.003174558791911266,0.008023743459237531,0.002704768038322496,0.01230234702770343,-0.04239219707673615,0.6382500264183745,-0.005853131344091102,-0.04588814927387686,-1.019539435071433,0.001402828253679515,-0.008058834897107554,8.028801588706125e-05,-0.01810388390208429,-0.008237538868009504,0.03010344216058758,0.001028732873135621,0.005691377948441454,0.0445831443742686,0.002684828960221103,-0.0001838835660790437,-0.00225624122665345,0.005766287636371274,-0.002373566185653312,0.001248779926907537,0.002337765571558247,-0.004959446064885386,0.001510733895660624,-1.20916415059482,0.5601066922725695,0.001356724913219049,-0.09741050825556469,-0.002929429904962851,0.1167316428166906,-0.06992971834553911,-4.208854991876652,0.4097041856605306,0.1148908690545984,-0.08899946956218911,-0.503451221841379,-0.5889241049996971,-0.8577138540844099,0.001356110999248659,0.06060698357364444,-0.01430299005372334,-0.001868343640498864,-0.02510225935160886,0.001642672689213164,0
1972Q1,0.01852621111464914,0.0002266094461009421,-0.0002342430852953009,-0.001208729047850279,0.03042328278788987,-0.009044013884127006,-0.004557248938234723,-0.006032170269956979,0.03631623886735423,0.01318564890463646,0.574560414063473,0.008299905148706894,-0.02010261883212038,-0.9315519668847312,0.002181368108848376,-0.002149754008907665,5.479789864471134e-05,-0.0289484420433343,-0.0005293858918232438,-0.06000533818309919,0.0004873335717006291,0.001245464891169779,0.06680261739848914,0.0005698183837741616,-0.0007201536718531064,-0.004008244287125671,-0.01105383740784418,-0.001371751917944261,0.007649218827598395,-0.008895759223002864,-0.003656779380269077,-0.006653989022119999,1.131819216475574,1.030478566478959,-0.001075883749912475,-0.129929211004833,0.01060194867069561,-0.1335067420340563,0.1885246674900146,8.133615282418318,-0.05811599570289642,0.04948265036192678,-0.1207255326898219,0.1897983409453011,0.1758477761254425,0.09601423443011662,0.002315727334428979,-0.247939478844952,-0.007597770667297458,0.009596932149873869,0.006262265737052532,-0.003181321122337472,0
1972Q2,-0.01361795708071132,-0.00434751263340469,-0.0002040159912180914,0.006624628628326846,0.0409054988991588,-0.006531743353271566,-0.03027093519668245,0.00373069940832368,-0.02267839240250877,-0.02956318614507283,0.4917020339408566,-0.000691895611723422,-0.003273539573961962,0.2104317853182238,-0.0006748977061775679,0.01987158025179242,4.845690048636123e-05,-0.02535972613228415,0.004116330236385247,0.02007605888164568,0.0005729677677021218,-0.005345796171949338,0.1682707148785314,0.0004329238074328055,0.0005352144327523559,0.001858403858593066,-0.01364955328488748,-0.01678048564475787,0.001826366102133875,-0.002041124689471128,-0.006723940227331458,-0.006447922858081652,-1.087022880873246,0.3372040700011457,0.003195461008549578,-0.06059464253124899,0.001460830870500447,-0.08268096451006344,-0.1377005154767639,1.044324173938194,0.2480374887280845,-0.1689433719826623,0.02445859315113892,0.1510951015654266,0.03861574537141695,0.277586017295625,0.003998776913345288,-0.425664660639172,-0.01204206376874885,0.002333757068893405,-0.0003041605473980413,-0.002684540234255394,0
